node_name	node_type
CL:1000276	0
CL:1000285	0
CL:1000310	0
CL:1000311	0
CL:1000361	0
CL:1000362	0
CL:1000478	0
CL:1000376	0
CL:1000479	0
CL:2000025	0
CL:2000062	0
CL:4028001	0
CL:2000080	0
CL:2000093	0
GO:0000003	0
GO:0008150	0
GO:0002376	0
GO:0008152	0
GO:0009987	0
GO:0022414	0
GO:0022602	0
GO:0023052	0
GO:0032501	0
GO:0032502	0
GO:0040007	0
GO:0040011	0
GO:0042063	0
GO:0043473	0
GO:0044419	0
GO:0048468	0
GO:0048511	0
GO:0050896	0
GO:0051179	0
GO:0065007	0
GO:0098754	0
GO:0000011	0
GO:0007033	0
GO:0080171	0
GO:0097576	0
GO:0048308	0
GO:0048313	0
GO:0000035	0
GO:0005488	0
GO:0002054	0
GO:0003676	0
GO:0003682	0
GO:0003723	0
GO:0005172	0
GO:0005173	0
GO:0005496	0
GO:0005506	0
GO:0005515	0
GO:0005518	0
GO:0005536	0
GO:0005539	0
GO:0005540	0
GO:0008017	0
GO:0008289	0
GO:0016595	0
GO:0016597	0
GO:0017046	0
GO:0019825	0
GO:0023023	0
GO:0023026	0
GO:0030246	0
GO:0030247	0
GO:0031402	0
GO:0031406	0
GO:0031420	0
GO:0032052	0
GO:0033218	0
GO:0033293	0
GO:0035240	0
GO:0036094	0
GO:0042165	0
GO:0042166	0
GO:0042277	0
GO:0042301	0
GO:0042562	0
GO:0043021	0
GO:0043022	0
GO:0043167	0
GO:0043168	0
GO:0043169	0
GO:0043176	0
GO:0043177	0
GO:0043184	0
GO:0043199	0
GO:0043559	0
GO:0044877	0
GO:0045296	0
GO:0046848	0
GO:0046872	0
GO:0046906	0
GO:0046914	0
GO:0048029	0
GO:0050840	0
GO:0051059	0
GO:0051378	0
GO:0051380	0
GO:0070051	0
GO:0070405	0
GO:0071890	0
